the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation,any of several fat-soluble vitamins essential for normal vision; prevents night blindness or inflammation or dryness of the eyes,one of the four nucleotides used in building DNA; all four nucleotides have a common phosphate group and a sugar (ribose),(biochemistry) purine base found in DNA and RNA; pairs with thymine in DNA and with uracil in RNA,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""",the 1st letter of the Roman alphabet,the blood group whose red cells carry the A antigen,,,,,,,,,,,,,,,,,,,,,,,,,,
is,"have the quality of being; (copula, used with an adjective or a predicate noun); ""John is rich""; ""This is not a good answer""","be identical to; be someone or something; ""The president of the company is John Smith""; ""This is my house""","occupy a certain position or area; be somewhere; ""Where is my umbrella?"" ""The toolshed is in the back""; ""What is behind this behavior?""","have an existence, be extant; ""Is there a God?""","happen, occur, take place; ""I lost my wallet; this was during the visit to my parents' house""; ""There were two hundred people at his funeral""; ""There was a lot of noise in the kitchen""","be identical or equivalent to; ""One dollar equals 1,000 rubles these days!""","form or compose; ""This money is my only income""; ""The stone wall was the backdrop for the performance""; ""These constitute my entire belonging""; ""The children made up the chorus""; ""This sum represents my entire income for a year""; ""These few men comprise his entire army""","work in a specific place, with a specific subject, or in a specific function; ""He is a herpetologist""; ""She is our resident philosopher""","represent, as of a character on stage; ""Derek Jacobi was Hamlet""","spend or use time; ""I may be an hour""","have life, be alive; ""Our great leader is no more""; ""My grandfather lived until the end of war""","to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form; ""let her be""","be priced at; ""These shoes cost $100""",,,,,,,,,,,,,,,,,,,,
consider,"deem to be; ""She views this quite differently from me""; ""I consider her to be shallow""; ""I don't see the situation quite as negatively as you do""","give careful consideration to; ""consider the possibility of moving""","take into consideration for exemplifying purposes; ""Take the case of China""; ""Consider the following case""","show consideration for; take into account; ""You must consider her age""; ""The judge considered the offender's youth and was lenient""","think about carefully; weigh; ""They considered the possibility of a strike""; ""Turn the proposal over in your mind""","judge or regard; look upon; judge; ""I think he is very smart""; ""I believe her to be very smart""; ""I think that he is her boyfriend""; ""The racist conceives such people to be inferior""",look at attentively,"look at carefully; study mentally; ""view a problem""","regard or treat with consideration, respect, and esteem; ""Please consider your family""",,,,,,,,,,,,,,,,,,,,,,,,
develop,"make something new, such as a product or a mental or artistic creation; ""Her company developed a new kind of building material that withstands all kinds of weather""; ""They developed a new technique""","work out; ""We have developed a new theory of evolution""","gain through experience; ""I acquired a strong aversion to television""; ""Children must develop a sense of right and wrong""; ""Dave developed leadership qualities in his new position""; ""develop a passion for painting""","come to have or undergo a change of (physical features and attributes); ""He grew a beard""; ""The patient developed abdominal pains""; ""I got funny spots all over my body""; ""Well-developed breasts""","come into existence; take on form or shape; ""A new religious movement originated in that country""; ""a love that sprang up from friendship""; ""the idea for the book grew out of a short story""; ""An interesting phenomenon uprose""","change the use of and make available or usable; ""develop land""; ""The country developed its natural resources""; ""The remote areas of the country were gradually built up""","elaborate, as of theories and hypotheses; ""Could you develop the ideas in your thesis""","create by training and teaching; ""The old master is training world-class violinists""; ""we develop the leaders for the future""","be gradually disclosed or unfolded; become manifest; ""The plot developed slowly"";","grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment; ""A flower developed on the branch""; ""The country developed into a mighty superpower""; ""The embryo develops into a fetus""; ""This situation has developed over a long time""","become technologically advanced; ""Many countries in Asia are now developing at a very fast pace""; ""Viet Nam is modernizing rapidly""","cause to grow and differentiate in ways conforming to its natural development; ""The perfect climate here develops the grain""; ""He developed a new kind of apple""","generate gradually; ""We must develop more potential customers""; ""develop a market for the new mobile phone""","grow emotionally or mature; ""The child developed beautifully in her new kindergarten""; ""When he spent a summer at camp, the boy grew noticeably and no longer showed some of his old adolescent behavior""","make visible by means of chemical solutions; ""Please develop this roll of film for me""","superimpose a three-dimensional surface on a plane without stretching, in geometry","move one's pieces into strategically more advantageous positions; ""Spassky developed quickly""","move into a strategically more advantageous position; ""develop the rook""","elaborate by the unfolding of a musical idea and by the working out of the rhythmic and harmonic changes in the theme; ""develop the melody and change the key""","happen; ""Report the news as it develops""; ""These political movements recrudesce from time to time""","expand in the form of a series; ""Develop the function in the following form""",,,,,,,,,,,,
college,the body of faculty and students of a college,an institution of higher education created to educate and grant degrees; often a part of a university,a complex of buildings in which an institution of higher education is housed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rate,"a magnitude or frequency relative to a time unit; ""they traveled at a rate of 55 miles per hour""; ""the rate of change was faster than expected""","amount of a charge or payment relative to some basis; ""a 10-minute phone call at that rate would cost $5""","the relative speed of progress or change; ""he lived at a fast pace""; ""he works at a great rate""; ""the pace of events accelerated""","a quantity or amount or measure considered as a proportion of another quantity or amount or measure; ""the literacy rate""; ""the retention rate""; ""the dropout rate""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
around,"in the area or vicinity; ""a few spectators standing about""; ""hanging around""; ""waited around for the next flight""","by a circular or circuitous route; ""He came all the way around the base""; ""the road goes around the pond""","used of movement to or among many different places or in no particular direction; ""wandering about with no place to go""; ""people were rushing about""; ""news gets around (or about)""; ""traveled around in Asia""; ""he needs advice from someone who's been around""; ""she sleeps around""","in a circle or circular motion; ""The wheels are spinning around""","(of quantities) imprecise but fairly close to correct; ""lasted approximately an hour""; ""in just about a minute""; ""he's about 30 years old""; ""I've had about all I can stand""; ""we meet about once a month""; ""some forty people came""; ""weighs around a hundred pounds""; ""roughly $3,000""; ""holds 3 gallons, more or less""; ""20 or so people were at the party""","in or to a reversed position or direction; ""about face""; ""suddenly she turned around""","to a particular destination either specified or understood; ""she came around to see me""; ""I invited them around for supper""","all around or on all sides; ""dirty clothes lying around (or about)""; ""let's look about for help""; ""There were trees growing all around""; ""she looked around her""","in circumference; ""the trunk is ten feet around""; ""the pond is two miles around""","from beginning to end; throughout; ""It rains all year round on Skye""; ""frigid weather the year around""",,,,,,,,,,,,,,,,,,,,,,,
history,"the aggregate of past events; ""a critical time in the school's history""","a record or narrative description of past events; ""a history of France""; ""he gave an inaccurate account of the plot to kill the president""; ""the story of exposure to lead""","the discipline that records and interprets past events involving human beings; ""he teaches Medieval history""; ""history takes the long view""","the continuum of events occurring in succession leading from the past to the present and even into the future; ""all of human history""","all that is remembered of the past as preserved in writing; a body of knowledge; ""the dawn of recorded history""; ""from the beginning of history""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
national,"a person who owes allegiance to that nation; ""a monarch has a duty to his subjects""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pass,"(baseball) an advance to first base by a batter who receives four balls; ""he worked the pitcher for a base on balls""","(military) a written leave of absence; ""he had a pass for three days""","(American football) a play that involves one player throwing the ball to a teammate; ""the coach sent in a passing play on third and long""","the location in a range of mountains of a geological formation that is lower than the surrounding peaks; ""we got through the pass before it started to snow""","any authorization to pass or go somewhere; ""the pass to visit had a strict time limit""","a document indicating permission to do something without restrictions; ""the media representatives had special passes""","a flight or run by an aircraft over a target; ""the plane turned to make a second pass""",a bad or difficult situation or state of affairs,"a difficult juncture; ""a pretty pass""; ""matters came to a head yesterday""","one complete cycle of operations (as by a computer); ""it was not possible to complete the computation in a single pass""","you advance to the next round in a tournament without playing an opponent; ""he had a bye in the first round""","a permit to enter or leave a military installation; ""he had to show his pass in order to get out""","a complimentary ticket; ""the star got passes for his family""","a usually brief attempt; ""he took a crack at it""; ""I gave it a whirl""","(sports) the act of throwing the ball to another member of your team; ""the pass was fumbled""","success in satisfying a test or requirement; ""his future depended on his passing that test""; ""he got a pass in introductory chemistry""",,,,,,,,,,,,,,,,,
next,"at the time or occasion immediately following; ""next the doctor examined his back""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
like,"a similar kind; ""dogs, foxes, and the like"", ""we don't want the likes of you around here""","a kind of person; ""We'll not see his like again""; ""I can't tolerate people of his ilk""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experience,"the accumulation of knowledge or skill that results from direct participation in events or activities; ""a man of experience""; ""experience is the best teacher""","the content of direct observation or participation in an event; ""he had a religious experience""; ""he recalled the experience vividly""","an event as apprehended; ""a surprising experience""; ""that painful experience certainly got our attention""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
position,"the particular portion of space occupied by something; ""he put the lamp back in its place""",a point occupied by troops for tactical reasons,"a way of regarding situations or topics etc.; ""consider what follows from the positivist view""","the arrangement of the body and its limbs; ""he assumed an attitude of surrender""","the relative position or standing of things or especially persons in a society; ""he had the status of a minor""; ""the novel attained the status of a classic""; ""atheists do not enjoy a favorable position in American life""","a job in an organization; ""he occupied a post in the treasury""","the spatial property of a place where or way in which something is situated; ""the position of the hands on the clock""; ""he specified the spatial relations of every piece of furniture on the stage""","the appropriate or customary location; ""the cars were in position""","(in team sports) the role assigned to an individual player; ""what position does he play?""",the act of putting something in a certain place,"a condition or position in which you find yourself; ""the unpleasant situation (or position) of having to choose between two evils""; ""found herself in a very fortunate situation""",a rationalized mental attitude,"an opinion that is held in opposition to another in an argument or dispute; ""there are two sides to every question""","an item on a list or in a sequence; ""in the second place""; ""moved from third to fifth position""","the post or function properly or customarily occupied or served by another; ""can you go in my stead?""; ""took his place""; ""in lieu of""",the act of positing; an assumption taken as a postulate or axiom,,,,,,,,,,,,,,,,,
moment,"a particular point in time; ""the moment he arrived the party began""","an indefinitely short time; ""wait just a moment""; ""in a mo""; ""it only takes a minute""; ""in just a bit""","at this time; ""the disappointments of the here and now""; ""she is studying at the moment""","having important effects or influence; ""decisions of great consequence are made by the president himself""; ""virtue is of more moment than security""; ""that result is of no consequence""",a turning force produced by an object acting at a distance (or a measure of that force),the n-th moment of a distribution is the expected value of the n-th power of the deviations from a fixed value,,,,,,,,,,,,,,,,,,,,,,,,,,,
God,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mind,"that which is responsible for one's thoughts and feelings; the seat of the faculty of reason; ""his mind wandered""; ""I couldn't get his words out of my head""","recall or remembrance; ""it came to mind""","an opinion formed by judging something; ""he was reluctant to make his judgment known""; ""she changed her mind""","an important intellectual; ""the great minds of the 17th century""","attention; ""don't pay him any mind""","your intention; what you intend to do; ""he had in mind to see his old teacher""; ""the idea of the game is to capture all the pieces""","knowledge and intellectual ability; ""he reads to improve his mind""; ""he has a keen intellect""",,,,,,,,,,,,,,,,,,,,,,,,,,
public,"people in general considered as a whole; ""he is a hero in the eyes of the public""","a body of people sharing some common interest; ""the reading public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
best,"the supreme effort one can make; ""they did their best""","the person who is most outstanding or excellent; someone who tops all others; ""he could beat the best of them""",Canadian physiologist (born in the United States) who assisted F. G. Banting in research leading to the discovery of insulin (1899-1978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
study,a detailed critical inspection,"applying the mind to learning and understanding a subject (especially by reading); ""mastering a second language requires a lot of work""; ""no schools offer graduate study in interior design""","a written document describing the findings of some individual or group; ""this accords with the recent study by Hill and Dale""","a state of deep mental absorption; ""she is in a deep study""","a room used for reading and writing and studying; ""he knocked lightly on the closed door of the study""","a branch of knowledge; ""in what discipline is his doctorate?""; ""teachers should be well trained in their subject""; ""anthropology is the study of human beings""","preliminary drawing for later elaboration; ""he made several studies before starting to paint""","attentive consideration and meditation; ""after much cogitation he rejected the offer""","someone who memorizes quickly and easily (as the lines for a part in a play); ""he is a quick study""","a composition intended to develop one aspect of the performer's technique; ""a study in spiccato bowing""",,,,,,,,,,,,,,,,,,,,,,,
happen,"come to pass; ""What is happening?""; ""The meeting took place off without an incidence""; ""Nothing occurred that seemed important""","happen, occur, or be the case in the course of events or by chance; ""It happens that today is my birthday""; ""These things befell"" (Santayana)","chance to be or do something, without intention or causation; ""I happen to have just what you need!""","come into being; become reality; ""Her dream really materialized""","come upon, as if by accident; meet with; ""We find this idea in Plato""; ""I happened upon the most wonderful bakery not very far from here""; ""She chanced upon an interesting book in the bookstore the other day""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
sense,"a general conscious awareness; ""a sense of security""; ""a sense of happiness""; ""a sense of danger""; ""a sense of self""","the meaning of a word or expression; the way in which a word or expression or situation can be interpreted; ""the dictionary gave several senses for the word""; ""in the best sense charity is really a duty""; ""the signifier is linked to the signified""","the faculty through which the external world is apprehended; ""in the dark he had to depend on touch and on his senses of smell and hearing""","sound practical judgment; ""Common sense is not so common""; ""he hasn't got the sense God gave little green apples""; ""fortunately she had the good sense to run away""","a natural appreciation or ability; ""a keen musical sense""; ""a good sense of timing""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
local,"public transport consisting of a bus or train that stops at all stations or stops; ""the local seemed to take forever to get to New York""",anesthetic that numbs a particular area of the body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interest,"a sense of concern with and curiosity about someone or something; ""an interest in music""","a reason for wanting something done; ""for your sake""; ""died for the sake of his country""; ""in the interest of safety""; ""in the common interest""","the power of attracting or holding one's attention (because it is unusual or exciting etc.); ""they said nothing of great interest""; ""primary colors can add interest to a room""","a fixed charge for borrowing money; usually a percentage of the amount borrowed; ""how much interest do you pay on your mortgage?""","(law) a right or legal share of something; a financial involvement with something; ""they have interests all over the world""; ""a stake in the company's future""","(usually plural) a social group whose members control some field of activity and who have common aims; ""the iron interests stepped up production""","a diversion that occupies one's time and thoughts (usually pleasantly); ""sailing is her favorite pastime""; ""his main pastime is gambling""; ""he counts reading among his interests""; ""they criticized the boy for his limited pursuits""",,,,,,,,,,,,,,,,,,,,,,,,,,
walk,"the act of traveling by foot; ""walking is a healthy form of exercise""","(baseball) an advance to first base by a batter who receives four balls; ""he worked the pitcher for a base on balls""","manner of walking; ""he had a funny walk""","the act of walking somewhere; ""he took a walk after lunch""","a path set aside for walking; ""after the blizzard he shoveled the front walk""",a slow gait of a horse in which two feet are always on the ground,"careers in general; ""it happens in all walks of life""",,,,,,,,,,,,,,,,,,,,,,,,,,
perhaps,"by chance; ""perhaps she will call tomorrow""; ""we may possibly run into them at the concert""; ""it may peradventure be thought that there never was such a time""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method,"a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)",an acting technique introduced by Stanislavsky in which the actor recalls emotions or reactions from his or her own life and uses them to identify with the character being portrayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idea,"the content of cognition; the main thing you are thinking about; ""it was not a good idea""; ""the thought never entered my mind""","your intention; what you intend to do; ""he had in mind to see his old teacher""; ""the idea of the game is to capture all the pieces""","a personal view; ""he has an idea that we don't like him""","an approximate calculation of quantity or degree or worth; ""an estimate of what it would cost""; ""a rough idea how long it would take""","(music) melodic subject of a musical composition; ""the theme is announced in the first measures""; ""the accompanist picked up the idea and elaborated it""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
grow,"pass into a condition gradually, take on a specific property or attribute; become; ""The weather turned nasty""; ""She grew angry""","become larger, greater, or bigger; expand or gain; ""The problem grew too large for me""; ""Her business grew fast""","increase in size by natural process; ""Corn doesn't grow here""; ""In these forests, mushrooms grow under the trees""; ""her hair doesn't grow much anymore""","cause to grow or develop; ""He grows vegetables in his backyard""","develop and reach maturity; undergo maturation; ""He matured fast""; ""The child grew fast""","come into existence; take on form or shape; ""A new religious movement originated in that country""; ""a love that sprang up from friendship""; ""the idea for the book grew out of a short story""; ""An interesting phenomenon uprose""","cultivate by growing, often involving improvements by means of agricultural techniques; ""The Bordeaux region produces great red wines""; ""They produce good ham in Parma""; ""We grow wheat here""; ""We raise hogs here""","come to have or undergo a change of (physical features and attributes); ""He grew a beard""; ""The patient developed abdominal pains""; ""I got funny spots all over my body""; ""Well-developed breasts""","grow emotionally or mature; ""The child developed beautifully in her new kindergarten""; ""When he spent a summer at camp, the boy grew noticeably and no longer showed some of his old adolescent behavior""","become attached by or as if by the process of growth; ""The tree trunks had grown together""",,,,,,,,,,,,,,,,,,,,,,,
town,"an urban area with a fixed boundary that is smaller than a city; ""they drive through town on their way to work""","the people living in a municipality smaller than a city; ""the whole town cheered the team""","an administrative division of a county; ""the town is responsible for snow removal""",United States architect who was noted for his design and construction of truss bridges (1784-1844),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
money,"the most common medium of exchange; functions as legal tender; ""we tried to collect the money he owed us""","wealth reckoned in terms of money; ""all his money is in real estate""","the official currency issued by a government or national bank; ""he changed his money into francs""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
until,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,"something that is read; ""the article was a very good read""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
book,"a written work or composition that has been published (printed on pages bound together); ""I am reading a good book on economics""","physical objects consisting of a number of pages bound together; ""he used a large book as a doorstop""","a compilation of the known facts regarding something or someone; ""Al Smith used to say, `Let's look at the record'""; ""his name is in all the record books""",a written version of a play or other dramatic composition; used in preparing for a performance,"a record in which commercial accounts are recorded; ""they got a subpoena to examine our books""",a collection of playing cards satisfying the rules of a card game,"a collection of rules or prescribed standards on the basis of which decisions are made; ""they run things by the book around here""",the sacred writings of Islam revealed by God to the prophet Muhammad during his life at Mecca and Medina,"the sacred writings of the Christian religions; ""he went to carry the Word to the heathen""","a major division of a long written composition; ""the book of Isaiah""","a number of sheets (ticket or stamps etc.) bound together on one edge; ""he bought a book of stamps""",,,,,,,,,,,,,,,,,,,,,,
policy,"a plan of action adopted by an individual or social group; ""it was a policy of retribution""; ""a politician keeps changing his policies""","a line of argument rationalizing the course of action of a government; ""they debated the policy or impolicy of the proposed legislation""","written contract or certificate of insurance; ""you should have read the small print on your policy""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effort,"earnest and conscientious activity intended to do or accomplish something; ""made an effort to cover all the reading material""; ""wished him luck in his endeavor""; ""she gave it a good try""","use of physical or mental energy; hard work; ""he got an A for effort""; ""they managed only with great exertion""","a notable achievement; ""he performed a great feat""; ""the book was her finest effort""","a series of actions advancing a principle or tending toward a particular end; ""he supported populist campaigns""; ""they worked in the cause of world peace""; ""the team was ready for a drive toward the pennant""; ""the movement to end slavery""; ""contributed to the war effort""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person,"a human being; ""there was too much for one person to do""","a human body (usually including the clothing); ""a weapon was hidden on his person""","a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party; ""stop talking about yourself in the third person""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add,a condition (mostly in boys) characterized by behavioral and learning disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ever,"at any time; ""did you ever smoke?""; ""the best con man of all time""","at all times; all the time and on every occasion; ""I will always be there to help you""; ""always arrives on time""; ""there is always some pollution in the air""; ""ever hoping to strike it rich""; ""ever busy""","(intensifier for adjectives) very; ""she was ever so friendly""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remain,"stay the same; remain in a certain state; ""The dress remained wet after repeated attempts to dry it""; ""rest assured""; ""stay alone""; ""He remained unmoved by her tears""; ""The bad weather continued for another week""","continue in a place, position, or situation; ""After graduation, she stayed on in Cambridge as a student adviser""; ""Stay with me, please""; ""despite student protests, he remained Dean for another year""; ""She continued as deputy mayor for another year""","be left; of persons, questions, problems, results, evidence, etc.; ""There remains the question of who pulled the trigger""; ""Carter remains the only President in recent history under whose Presidency the U.S. did not fight a war""","stay behind; ""The smell stayed in the room""; ""The hostility remained long after they made up""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
themselves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
although,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talk,"an exchange of ideas via conversation; ""let's have more work and less talk around here""","discussion; (`talk about' is a less formal alternative for `discussion of'); ""his poetry contains much talk about love and anger""","the act of giving a talk to an audience; ""I attended an interesting talk on local history""","a speech that is open to the public; ""he attended a lecture on telecommunications""","idle gossip or rumor; ""there has been talk about you lately""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
five,the cardinal number that is the sum of four and one,a team that plays basketball,a playing card or a domino or a die whose upward face shows five pips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speak,"express in speech; ""She talks a lot of nonsense""; ""This depressed patient does not verbalize""","exchange thoughts; talk with; ""We often talk business""; ""Actions talk louder than words""","use language; ""the baby talks already""; ""the prisoner won't speak""; ""they speak a strange dialect""","give a speech to; ""The chairman addressed the board of trustees""","make a characteristic or natural sound; ""The drums spoke""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
probably,"with considerable certainty; without much doubt; ""He is probably out of the country""; ""in all likelihood we are headed for war""","easy to believe on the basis of available evidence; ""he talked plausibly before the committee""; ""he will probably win the election""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,"not the same one or ones already mentioned or implied; ""today isn't any other day""- the White Queen; ""the construction of highways and other public works""; ""he asked for other employment""; ""any other person would tell the truth""; ""his other books are still in storage""; ""then we looked at the other house""; ""hearing was good in his other ear""; ""the other sex""; ""she lived on the other side of the street from me""; ""went in the other direction""","recently past; ""the other evening""","belonging to the distant past; ""the early inhabitants of Europe""; ""former generations""; ""in other times""","very unusual; different in character or quality from the normal or expected; ""a strange, other dimension...where his powers seemed to fail""- Lance Morrow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first,"the first or highest in an ordering or series; ""He wanted to be the first""","the first element in a countable series; ""the first of the month""","the time at which something is supposed to begin; ""they got an early start""; ""she knew from the get-go that he was the man for her""",the fielding position of the player on a baseball team who is stationed at first of the bases in the infield (counting counterclockwise from home plate),an honours degree of the highest class,the lowest forward gear ratio in the gear box of a motor vehicle; used to start a car moving,,,,,,,,,,,,,,,,,,,,,,,,,,,
almost,"(of actions or states) slightly short of or not quite accomplished; all but; ""the job is (just) about done""; ""the baby was almost asleep when the alarm sounded""; ""we're almost finished""; ""the car all but ran her down""; ""he nearly fainted""; ""talked for nigh onto 2 hours""; ""the recording is well-nigh perfect""; ""virtually all the parties signed the contract""; ""I was near exhausted by the run""; ""most everyone agrees""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,"a phenomenon that follows and is caused by some previous phenomenon; ""the magnetic effect was greater when the rod was lengthwise""; ""his decision had depressing consequences for business""; ""he acted very wise after the event""","an outward appearance; ""he made a good impression""; ""I wanted to create an impression of success""; ""she retained that bold effect in her reproductions of the original painting""","an impression (especially one that is artificial or contrived); ""he just did it for effect""",the central meaning or theme of a speech or literary work,"(of a law) having legal validity; ""the law is still in effect""","a symptom caused by an illness or a drug; ""the effects of sleep loss""; ""the effect of the anesthetic""",,,,,,,,,,,,,,,,,,,,,,,,,,,
society,an extended social group having a distinctive cultural and economic organization,"a formal association of people with similar interests; ""he joined a golf club""; ""they formed a small lunch society""; ""men from the fraternal order will staff the soup kitchen today""","the state of being with someone; ""he missed their company""; ""he enjoyed the society of his friends""",the fashionable elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,"all of something including all its component elements or parts; ""Europe considered as a whole""; ""the whole of American literature""","an assemblage of parts that is regarded as a single entity; ""how big is that part compared to the whole?""; ""the team is a unit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condition,"a state at a particular time; ""a condition (or state) of disrepair""; ""the current status of the arms negotiations""",an assumption on which rests the validity or effect of something else,"a mode of being or form of existence of a person or thing; ""the human condition""","information that should be kept in mind when making a decision; ""another consideration is the time it would take""",the state of (good) health (especially in the phrases `in condition' or `in shape' or `out of condition' or `out of shape'),"an illness, disease, or other medical problem; ""a heart condition""; ""a skin condition""","(usually plural) a statement of what is required as part of an agreement; ""the contract set out the conditions of the lease""; ""the terms of the treaty were generous""",the procedure that is varied in order to estimate a variable's effect by comparison with a control condition,,,,,,,,,,,,,,,,,,,,,,,,,
second,1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites,"an indefinitely short time; ""wait just a moment""; ""in a mo""; ""it only takes a minute""; ""in just a bit""",the fielding position of the player on a baseball team who is stationed near the second of the bases in the infield,"a particular point in time; ""the moment he arrived the party began""","following the first in an ordering or series; ""he came in a close second""","a 60th part of a minute of arc; ""the treasure is 2 minutes and 45 seconds south of here""",the official attendant of a contestant in a duel or boxing match,"a speech seconding a motion; ""do I hear a second?""","the gear that has the second lowest forward gear ratio in the gear box of a motor vehicle; ""he had to shift down into second to make the hill""",merchandise that has imperfections; usually sold at a reduced price without the brand name,,,,,,,,,,,,,,,,,,,,,,,
across,"to the opposite side; ""the football field was 300 feet across""","transversely; ""the marble slabs were cut across""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
little,"a small amount or duration; ""he accepted the little they gave him""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level,"a position on a scale of intensity or amount or quality; ""a moderate grade of intelligence""; ""a high level of care is required""; ""it is all a matter of degree""","a relative position or degree of value in a graded group; ""lumber of the highest grade""","a specific identifiable position in a continuum or series or especially in a process; ""a remarkable degree of frankness""; ""at what stage are the social sciences?""","height above ground; ""the water reached ankle level""; ""the pictures were at the same level""",indicator that establishes the horizontal when a bubble is centered in a tube of liquid,"a flat surface at right angles to a plumb line; ""park the car on the level""","an abstract place usually conceived as having depth; ""a good actor communicates on several levels""; ""a simile has at least two layers of meaning""; ""the mind functions on many strata simultaneously""","a structure consisting of a room or set of rooms at a single position along a vertical scale; ""what level is the office on?""",,,,,,,,,,,,,,,,,,,,,,,,,
center,"an area that is approximately central within some larger region; ""it is in the center of town""; ""they ran forward into the heart of the struggle""; ""they were in the eye of the storm""","the piece of ground in the outfield directly ahead of the catcher; ""he hit the ball to deep center""","a building dedicated to a particular activity; ""they were raising money to build a new center for research""",a point equidistant from the ends of a line or the extremities of a figure,"the choicest or most essential or most vital part of some idea or experience; ""the gist of the prosecutor's argument""; ""the heart and soul of the Republican Party""; ""the nub of the story""","the object upon which interest and attention focuses; ""his stories made him the center of the party""","a cluster of nerve cells governing a specific bodily process; ""in most people the speech center is in the left hemisphere""","the middle of a military or naval formation; ""they had to reinforce the center""",(basketball) the person who plays center on a basketball team,"(football) the person who plays center on the line of scrimmage and snaps the ball to the quarterback; ""the center fumbled the handoff""","a place where some particular activity is concentrated; ""they received messages from several centers""",politically moderate persons; centrists,(ice hockey) the person who plays center on a hockey team,the sweet central portion of a piece of candy that is enclosed in chocolate or some other covering,"mercantile establishment consisting of a carefully landscaped complex of shops representing leading merchandisers; usually includes restaurants and a convenient parking area; a modern version of the traditional marketplace; ""a good plaza should have a movie house""; ""they spent their weekends at the local malls""",the position on a hockey team of the player who participates in the face off at the beginning of the game,"(American football) the position of the player on the line of scrimmage who puts the ball in play; ""it is a center's responsibility to get the football to the quarterback""",a position on a basketball team of the player who participates in the jump that starts the game,,,,,,,,,,,,,,,
student,a learner who is enrolled in an educational institution,a learned person (especially in the humanities); someone who by long study has gained mastery in one or more disciplines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
